,Tag Combination,Count
440,"('ingredients mentioned in the flavor names_mapped_clean_Cheese', 'ingredients mentioned in the flavor names_mapped_clean_Jalapeno', 'one or multiple flavors_mapped_clean_Multiple Flavours', 'one product or product mix_mapped_clean_One Product', 'taste profile_mapped_clean_Cheesy', 'taste profile_mapped_clean_Spicy', 'textures described_mapped_clean_Crunchy', 'types of snack does it describe_mapped_clean_Corn', 'types of snack does it describe_mapped_clean_Popcorn', 'types of snack does it describe_mapped_clean_Puffs', 'when, where or why does it explicitly suggest using or having the snack_mapped_clean_Sharing')",1
441,"('ingredients mentioned in the flavor names_mapped_clean_Caramel', 'ingredients mentioned in the flavor names_mapped_clean_Cheese', 'ingredients mentioned in the flavor names_mapped_clean_Sweet Chili', 'one or multiple flavors_mapped_clean_Multiple Flavours', 'one product or product mix_mapped_clean_One Product', 'taste profile_mapped_clean_Cheesy', 'taste profile_mapped_clean_Spicy', 'taste profile_mapped_clean_Sweet', 'types of snack does it describe_mapped_clean_Corn', 'types of snack does it describe_mapped_clean_Popcorn', 'when, where or why does it explicitly suggest using or having the snack_mapped_clean_Sharing')",1
442,"('ingredients mentioned in the flavor names_mapped_clean_Cheese', 'ingredients mentioned in the flavor names_mapped_clean_Jalapeno', 'ingredients mentioned in the flavor names_mapped_clean_Ranch', 'one or multiple flavors_mapped_clean_Multiple Flavours', 'one product or product mix_mapped_clean_One Product', 'taste profile_mapped_clean_Cheesy', 'taste profile_mapped_clean_Cool/Minty', 'taste profile_mapped_clean_Spicy', 'types of snack does it describe_mapped_clean_Chips', 'types of snack does it describe_mapped_clean_Puffs', 'when, where or why does it explicitly suggest using or having the snack_mapped_clean_Grazing')",1
443,"('ingredients mentioned in the flavor names_mapped_clean_Cheese', 'one or multiple flavors_mapped_clean_Multiple Flavours', 'one product or product mix_mapped_clean_One Product', 'shapes mentioned_mapped_clean_Clusters', 'taste profile_mapped_clean_Cheesy', 'taste profile_mapped_clean_Salty', 'textures described_mapped_clean_Chewy', 'textures described_mapped_clean_Crunchy', 'types of snack does it describe_mapped_clean_Chips', 'types of snack does it describe_mapped_clean_Corn', 'types of snack does it describe_mapped_clean_Popcorn', 'types of snack does it describe_mapped_clean_Potato')",1
444,"('ingredients mentioned in the flavor names_mapped_clean_Cheese', 'ingredients mentioned in the flavor names_mapped_clean_Onion', 'ingredients mentioned in the flavor names_mapped_clean_Salt', 'one or multiple flavors_mapped_clean_Multiple Flavours', 'one product or product mix_mapped_clean_One Product', 'taste profile_mapped_clean_Cheesy', 'taste profile_mapped_clean_Earthy', 'taste profile_mapped_clean_Salty', 'types of snack does it describe_mapped_clean_Chips', 'types of snack does it describe_mapped_clean_Potato', 'when, where or why does it explicitly suggest using or having the snack_mapped_clean_On the go')",1
431,"('ingredients mentioned in the flavor names_mapped_clean_Cheese', 'one or multiple flavors_mapped_clean_Multiple Flavours', 'one product or product mix_mapped_clean_One Product', 'taste profile_mapped_clean_Cheesy', 'taste profile_mapped_clean_Spicy', 'textures described_mapped_clean_Crunchy', 'textures described_mapped_clean_Soft', 'types of snack does it describe_mapped_clean_Puffs', 'when, where or why does it explicitly suggest using or having the snack_mapped_clean_Sharing')",1
446,"('ingredients mentioned in the flavor names_mapped_clean_Bacon', 'ingredients mentioned in the flavor names_mapped_clean_Cheese', 'ingredients mentioned in the flavor names_mapped_clean_Herbs and Spices', 'ingredients mentioned in the flavor names_mapped_clean_Onion', 'ingredients mentioned in the flavor names_mapped_clean_Sour Cream', 'one or multiple flavors_mapped_clean_Multiple Flavours', 'one product or product mix_mapped_clean_One Product', 'taste profile_mapped_clean_Savory', 'textures described_mapped_clean_Crunchy', 'textures described_mapped_clean_Meaty', 'types of snack does it describe_mapped_clean_Potato', 'when, where or why does it explicitly suggest using or having the snack_mapped_clean_Defeat hunger')",1
432,"('ingredients mentioned in the flavor names_mapped_clean_Cheese', 'ingredients mentioned in the flavor names_mapped_clean_Jalapeno', 'one or multiple flavors_mapped_clean_Multiple Flavours', 'one product or product mix_mapped_clean_One Product', 'shapes mentioned_mapped_clean_Bites', 'shapes mentioned_mapped_clean_Clusters', 'taste profile_mapped_clean_Cheesy', 'taste profile_mapped_clean_Spicy', 'types of snack does it describe_mapped_clean_Corn', 'types of snack does it describe_mapped_clean_Popcorn')",1
423,"('ingredients mentioned in the flavor names_mapped_clean_BBQ', 'ingredients mentioned in the flavor names_mapped_clean_Cheese', 'ingredients mentioned in the flavor names_mapped_clean_Herbs and Spices', 'ingredients mentioned in the flavor names_mapped_clean_Lime', 'one or multiple flavors_mapped_clean_Multiple Flavours', 'one product or product mix_mapped_clean_One Product', 'shapes mentioned_mapped_clean_Twisted', 'taste profile_mapped_clean_Cheesy', 'taste profile_mapped_clean_Smoky', 'taste profile_mapped_clean_Spicy', 'textures described_mapped_clean_Crunchy', 'types of snack does it describe_mapped_clean_Chips', 'types of snack does it describe_mapped_clean_Potato')",1
430,"('explicitly claimed health or lifestyle benefits_mapped_clean_High Protein', 'ingredients mentioned in the flavor names_mapped_clean_Cheese', 'one or multiple flavors_mapped_clean_Multiple Flavours', 'one product or product mix_mapped_clean_One Product', 'preparation or cooking method_mapped_clean_Baked', 'taste profile_mapped_clean_Cheesy', 'taste profile_mapped_clean_Spicy', 'textures described_mapped_clean_Crunchy', 'when, where or why does it explicitly suggest using or having the snack_mapped_clean_Defeat hunger')",1
429,"('ingredients mentioned in the flavor names_mapped_clean_Cheese', 'ingredients mentioned in the flavor names_mapped_clean_Jalapeno', 'multipack or single serving_mapped_clean_Single Serving', 'one or multiple flavors_mapped_clean_Multiple Flavours', 'one product or product mix_mapped_clean_One Product', 'taste profile_mapped_clean_Cheesy', 'taste profile_mapped_clean_Spicy', 'textures described_mapped_clean_Crunchy', 'types of snack does it describe_mapped_clean_Chips', 'types of snack does it describe_mapped_clean_Puffs', 'when, where or why does it explicitly suggest using or having the snack_mapped_clean_Grazing', 'when, where or why does it explicitly suggest using or having the snack_mapped_clean_On the go')",1
448,"('multipack or single serving_mapped_clean_Both (multi-serve bag and individual sized bag)', 'one or multiple flavors_mapped_clean_One Flavour', 'one product or product mix_mapped_clean_One Product', 'shapes mentioned_mapped_clean_Round', 'taste profile_mapped_clean_Spicy', 'textures described_mapped_clean_Crispy', 'textures described_mapped_clean_Crunchy', 'types of snack does it describe_mapped_clean_Chips', 'types of snack does it describe_mapped_clean_Tortilla', 'when, where or why does it explicitly suggest using or having the snack_mapped_clean_Entertaining guests', 'when, where or why does it explicitly suggest using or having the snack_mapped_clean_Perfect for dipping')",1
414,"('ingredients mentioned in the flavor names_mapped_clean_Cheese', 'ingredients mentioned in the flavor names_mapped_clean_Jalapeno', 'ingredients mentioned in the flavor names_mapped_clean_Lime', 'ingredients mentioned in the flavor names_mapped_clean_Sweet Chili', 'one or multiple flavors_mapped_clean_Multiple Flavours', 'one product or product mix_mapped_clean_One Product', 'shapes mentioned_mapped_clean_Twisted', 'taste profile_mapped_clean_Cheesy', 'taste profile_mapped_clean_Spicy', 'taste profile_mapped_clean_Tangy', 'textures described_mapped_clean_Crispy', 'textures described_mapped_clean_Crunchy', 'types of snack does it describe_mapped_clean_Chips', 'types of snack does it describe_mapped_clean_Tortilla')",1
415,"('ingredients mentioned in the flavor names_mapped_clean_Cheese', 'ingredients mentioned in the flavor names_mapped_clean_Jalapeno', 'ingredients mentioned in the flavor names_mapped_clean_Lime', 'ingredients mentioned in the flavor names_mapped_clean_Sweet Chili', 'one or multiple flavors_mapped_clean_Multiple Flavours', 'one product or product mix_mapped_clean_One Product', 'shapes mentioned_mapped_clean_Twisted', 'taste profile_mapped_clean_Cheesy', 'taste profile_mapped_clean_Spicy', 'taste profile_mapped_clean_Tangy', 'textures described_mapped_clean_Crispy', 'textures described_mapped_clean_Crunchy', 'types of snack does it describe_mapped_clean_Chips', 'types of snack does it describe_mapped_clean_Tortilla', 'when, where or why does it explicitly suggest using or having the snack_mapped_clean_On the go')",1
416,"('ingredients mentioned in the flavor names_mapped_clean_Jalapeno', 'ingredients mentioned in the flavor names_mapped_clean_Lime', 'ingredients mentioned in the flavor names_mapped_clean_Salt', 'one or multiple flavors_mapped_clean_Multiple Flavours', 'one product or product mix_mapped_clean_One Product', 'taste profile_mapped_clean_Salty', 'taste profile_mapped_clean_Spicy', 'taste profile_mapped_clean_Tangy', 'textures described_mapped_clean_Crunchy', 'types of snack does it describe_mapped_clean_Chips', 'types of snack does it describe_mapped_clean_Tortilla', 'when, where or why does it explicitly suggest using or having the snack_mapped_clean_Complement a meal', 'when, where or why does it explicitly suggest using or having the snack_mapped_clean_Perfect for dipping')",1
417,"('ingredients mentioned in the flavor names_mapped_clean_Cheese', 'ingredients mentioned in the flavor names_mapped_clean_Jalapeno', 'one or multiple flavors_mapped_clean_Multiple Flavours', 'one product or product mix_mapped_clean_One Product', 'preparation or cooking method_mapped_clean_Baked', 'taste profile_mapped_clean_Cheesy', 'taste profile_mapped_clean_Savory', 'taste profile_mapped_clean_Spicy', 'textures described_mapped_clean_Crispy', 'types of snack does it describe_mapped_clean_Corn', 'types of snack does it describe_mapped_clean_Crackers', 'when, where or why does it explicitly suggest using or having the snack_mapped_clean_Complement a meal', 'when, where or why does it explicitly suggest using or having the snack_mapped_clean_Grazing', 'when, where or why does it explicitly suggest using or having the snack_mapped_clean_Pairing with drinks')",1
418,"('ingredients mentioned in the flavor names_mapped_clean_Garlic', 'ingredients mentioned in the flavor names_mapped_clean_Herbs and Spices', 'one or multiple flavors_mapped_clean_Multiple Flavours', 'one product or product mix_mapped_clean_One Product', 'preparation or cooking method_mapped_clean_Deepfried', 'preparation or cooking method_mapped_clean_Dried', 'preparation or cooking method_mapped_clean_Panfried', 'preparation or cooking method_mapped_clean_Stirfried', 'preparation or cooking method_mapped_clean_Wood-fired', 'shapes mentioned_mapped_clean_Wavy', 'taste profile_mapped_clean_Savory', 'taste profile_mapped_clean_Tangy', 'textures described_mapped_clean_Crispy', 'textures described_mapped_clean_Crunchy', 'types of snack does it describe_mapped_clean_Chips', 'types of snack does it describe_mapped_clean_Potato', 'when, where or why does it explicitly suggest using or having the snack_mapped_clean_Entertaining guests')",1
419,"('ingredients mentioned in the flavor names_mapped_clean_Cheese', 'ingredients mentioned in the flavor names_mapped_clean_Garlic', 'ingredients mentioned in the flavor names_mapped_clean_Herbs and Spices', 'ingredients mentioned in the flavor names_mapped_clean_Onion', 'one or multiple flavors_mapped_clean_Multiple Flavours', 'one product or product mix_mapped_clean_One Product', 'shapes mentioned_mapped_clean_Round', 'taste profile_mapped_clean_Cheesy', 'taste profile_mapped_clean_Savory', 'textures described_mapped_clean_Crispy', 'textures described_mapped_clean_Tender', 'types of snack does it describe_mapped_clean_Potato', 'when, where or why does it explicitly suggest using or having the snack_mapped_clean_Entertaining guests', 'when, where or why does it explicitly suggest using or having the snack_mapped_clean_Sharing')",1
420,"('ingredients mentioned in the flavor names_mapped_clean_Bacon', 'ingredients mentioned in the flavor names_mapped_clean_Cheese', 'ingredients mentioned in the flavor names_mapped_clean_Herbs and Spices', 'ingredients mentioned in the flavor names_mapped_clean_Jalapeno', 'ingredients mentioned in the flavor names_mapped_clean_Tomatoes', 'one or multiple flavors_mapped_clean_Multiple Flavours', 'one product or product mix_mapped_clean_One Product', 'taste profile_mapped_clean_Cheesy', 'taste profile_mapped_clean_Savory', 'taste profile_mapped_clean_Spicy', 'types of snack does it describe_mapped_clean_Chips', 'types of snack does it describe_mapped_clean_Potato', 'when, where or why does it explicitly suggest using or having the snack_mapped_clean_Sharing')",1
